application_key,status,fixture,classification,unresolved_families,unresolved_dispositions,periodic_review,model_score_changed,model_tier_changed,edd_changed,approval_changed,floor_changed,compliance_review_changed,evidence_stale_or_incomplete
2a47bf1c9fe45f14,compliance_review,false,BLOCKED,"complexity,introduction,monthly_volume,sector","MISSING_REQUIRED_DATA,QUARANTINE",false,false,false,false,true,false,false,false
2a60bd19fb53dd6e,approved,false,TERMINAL_READ_ONLY,"complexity,entity_type,introduction,monthly_volume,ownership",MISSING_REQUIRED_DATA,true,false,false,false,false,false,false,true
2a876b2bf3a9e45e,pricing_review,false,BLOCKED,"complexity,introduction,monthly_volume,sector","MISSING_REQUIRED_DATA,QUARANTINE",false,false,false,false,false,false,false,false
2abd71e6392dadda,kyc_documents,false,BLOCKED,"complexity,entity_type,sector",QUARANTINE,false,true,false,false,false,false,false,false
2b01fd38bbe31823,draft,false,BLOCKED,"complexity,entity_type,introduction,monthly_volume,ownership,sector","MISSING_REQUIRED_DATA,QUARANTINE",false,false,false,false,false,false,false,true
2ba96165ad3a27d4,draft,false,BLOCKED,"complexity,entity_type,introduction,monthly_volume,sector,service","LEGACY_SERVICE_UNMAPPED,QUARANTINE,REJECT",false,false,false,false,false,false,false,true
2c7d6167c24a56ec,edd_required,true,BLOCKED,"complexity,entity_type,introduction,ownership,sector","MISSING_REQUIRED_DATA,QUARANTINE,UNCLASSIFIED_UNRESOLVED",false,true,false,false,true,false,true,true
2ce27d6a755f3155,pricing_review,false,BLOCKED,"complexity,entity_type,introduction,monthly_volume,ownership,sector","MISSING_REQUIRED_DATA,QUARANTINE,REJECT",false,false,false,false,false,false,false,false
2cfdef2720f2dcd5,kyc_documents,false,BLOCKED,"complexity,entity_type,introduction,monthly_volume","MISSING_REQUIRED_DATA,QUARANTINE",false,false,false,false,false,false,false,false
2d4054342334886b,pricing_review,false,BLOCKED,"ownership,sector",QUARANTINE,false,true,false,false,false,false,false,false
2d6fabfd24f1b2c9,rejected,false,TERMINAL_READ_ONLY,"complexity,introduction,sector","MISSING_REQUIRED_DATA,QUARANTINE",false,true,false,false,false,false,false,true
2d98f174cd6c9ecf,in_review,false,READY,,,false,true,false,false,false,false,false,false
2da003ffecf0937c,compliance_review,true,BLOCKED,"complexity,introduction,monthly_volume,ownership,sector","MISSING_REQUIRED_DATA,QUARANTINE",false,false,false,false,true,false,false,false
2e09a93d69d06966,approved,false,TERMINAL_READ_ONLY,"complexity,entity_type,introduction,monthly_volume,sector","MISSING_REQUIRED_DATA,QUARANTINE",true,false,false,false,false,false,false,true
2e318650600f1bf1,approved,true,TERMINAL_READ_ONLY,"complexity,introduction,monthly_volume,ownership,sector","MISSING_REQUIRED_DATA,QUARANTINE",false,false,false,false,false,false,false,true
2e33cd04b9090d96,edd_required,false,BLOCKED,"complexity,introduction,monthly_volume,sector","MISSING_REQUIRED_DATA,QUARANTINE",false,false,false,false,true,false,true,false
2e3a43f3fe75c42d,edd_required,true,BLOCKED,"complexity,entity_type,introduction,ownership,sector","MISSING_REQUIRED_DATA,QUARANTINE",false,false,false,false,true,false,true,false
2f6c8b578b45cc13,pricing_review,false,BLOCKED,"complexity,introduction,monthly_volume,sector","MISSING_REQUIRED_DATA,QUARANTINE",false,false,false,false,false,false,false,false
2f7a52d63628f7e8,edd_required,false,BLOCKED,sector,QUARANTINE,false,true,false,false,true,false,true,false
2f92b50fb31dd30a,kyc_submitted,true,BLOCKED,"complexity,entity_type,introduction,monthly_volume,ownership,sector","MISSING_REQUIRED_DATA,QUARANTINE",false,false,false,false,true,false,false,false
2fbdaced8f6254c9,kyc_documents,true,READY,,,false,true,false,false,false,false,false,false
2fcfecd78262c325,draft,true,BLOCKED,"complexity,entity_type,introduction,monthly_volume,ownership,sector","MISSING_REQUIRED_DATA,QUARANTINE,REJECT",false,false,false,false,false,false,false,false
301e124286292469,edd_required,true,BLOCKED,"complexity,entity_type,introduction,monthly_volume,ownership","MISSING_REQUIRED_DATA,QUARANTINE",false,false,false,false,true,false,true,false
303c54086510b0a2,pre_approval_review,false,BLOCKED,"complexity,introduction,sector","MISSING_REQUIRED_DATA,QUARANTINE",false,true,false,false,false,false,false,false
30421dbe5577e3f9,edd_required,true,BLOCKED,"complexity,introduction,monthly_volume,sector","MISSING_REQUIRED_DATA,QUARANTINE",false,false,false,false,true,false,true,false
30642fa6ffd2fc8b,kyc_documents,false,BLOCKED,"complexity,introduction,sector","MISSING_REQUIRED_DATA,QUARANTINE",false,true,false,false,false,false,false,false
30f3375f91694f4f,rejected,false,TERMINAL_READ_ONLY,,,false,false,false,false,false,false,false,true
31714837e44cd880,kyc_submitted,false,BLOCKED,"complexity,entity_type,monthly_volume,ownership,sector","MISSING_REQUIRED_DATA,QUARANTINE",false,false,false,false,true,false,false,false
31a8bbce3b253832,draft,false,BLOCKED,"complexity,entity_type,monthly_volume,ownership,sector,service","LEGACY_SERVICE_UNMAPPED,QUARANTINE,UNCLASSIFIED_UNRESOLVED",false,false,false,false,false,false,false,true
31ae8b43ae4fe506,edd_required,false,BLOCKED,"complexity,entity_type,introduction,monthly_volume,sector","MISSING_REQUIRED_DATA,QUARANTINE",false,false,false,false,true,false,true,false
321c4da6adf8763b,kyc_documents,false,BLOCKED,"complexity,entity_type,introduction,monthly_volume,sector","MISSING_REQUIRED_DATA,QUARANTINE",false,false,false,false,false,false,false,false
328209448e89f761,approved,false,TERMINAL_READ_ONLY,"complexity,entity_type,introduction,monthly_volume,sector","MISSING_REQUIRED_DATA,QUARANTINE,UNCLASSIFIED_UNRESOLVED",true,false,false,false,false,false,false,true
32a4661ac25cd371,draft,false,BLOCKED,"complexity,entity_type,sector",QUARANTINE,false,true,false,false,false,false,false,true
32f58c0c14fa05d3,rejected,false,TERMINAL_READ_ONLY,"complexity,introduction,sector","MISSING_REQUIRED_DATA,QUARANTINE",false,true,false,false,false,false,false,true
338ed084b83b9669,submitted_to_compliance,true,BLOCKED,"complexity,introduction,monthly_volume,ownership,sector","MISSING_REQUIRED_DATA,QUARANTINE",false,false,false,false,true,false,true,false
33feb4558911b030,kyc_documents,true,BLOCKED,"complexity,introduction,monthly_volume,sector","MISSING_REQUIRED_DATA,QUARANTINE",false,false,false,false,false,false,false,false
342fc05442b384c6,draft,false,BLOCKED,"complexity,introduction,monthly_volume,sector","MISSING_REQUIRED_DATA,QUARANTINE",false,false,false,false,false,false,false,true
3436869d7185a696,kyc_documents,false,BLOCKED,"complexity,entity_type,introduction,monthly_volume","MISSING_REQUIRED_DATA,QUARANTINE",false,false,false,false,false,false,false,false
345786cc0dab0efe,edd_required,true,BLOCKED,"complexity,introduction,monthly_volume,sector","MISSING_REQUIRED_DATA,QUARANTINE",false,false,false,false,true,false,true,false
34614956e5fea1c2,submitted_to_compliance,false,BLOCKED,"complexity,introduction,sector","MISSING_REQUIRED_DATA,QUARANTINE",false,true,false,false,true,false,true,false
346ff383ad07e772,edd_required,true,BLOCKED,"complexity,introduction,monthly_volume,sector","MISSING_REQUIRED_DATA,QUARANTINE",false,false,false,false,true,false,true,false
34e7fad1689795ef,in_review,false,BLOCKED,"complexity,introduction,monthly_volume,ownership,sector","MISSING_REQUIRED_DATA,QUARANTINE",false,false,false,false,true,false,true,false
350010c2880b2ec7,edd_required,false,READY,,,false,false,false,false,false,false,false,false
35d65c433a3c52ef,edd_required,false,BLOCKED,entity_type,QUARANTINE,true,false,false,false,true,false,true,false
35dd6d79d41e9874,kyc_documents,false,BLOCKED,"complexity,entity_type,introduction,monthly_volume,ownership,sector","MISSING_REQUIRED_DATA,QUARANTINE",false,false,false,false,false,false,false,false
3612e5e495584843,draft,false,READY_AFTER_DATA_CLEANUP,"complexity,entity_type,introduction,monthly_volume,ownership,sector",MISSING_REQUIRED_DATA,false,false,false,false,false,false,false,true
3626dcc76521442c,compliance_review,false,BLOCKED,"complexity,introduction,monthly_volume,sector","MISSING_REQUIRED_DATA,QUARANTINE",false,false,false,false,true,false,true,false
36c5f064f501b7d3,kyc_documents,false,BLOCKED,"complexity,sector",QUARANTINE,false,false,false,false,false,false,false,false
3733e9ad3682b39c,edd_required,false,BLOCKED,"complexity,introduction,monthly_volume","MISSING_REQUIRED_DATA,QUARANTINE",false,false,false,false,true,false,true,false
3750f0a6f9c828a1,draft,false,BLOCKED,"complexity,introduction,monthly_volume,sector","MISSING_REQUIRED_DATA,QUARANTINE",false,false,false,false,false,false,false,true
37547b2af9f437d2,pre_approval_review,false,BLOCKED,"complexity,entity_type,introduction,monthly_volume,sector,service","LEGACY_SERVICE_UNMAPPED,QUARANTINE,REJECT",false,false,false,false,false,false,false,false
37e8a08a9213085e,kyc_submitted,false,BLOCKED,"complexity,introduction,sector","MISSING_REQUIRED_DATA,QUARANTINE",false,true,false,false,true,false,true,false
38ff425252751b3f,kyc_documents,true,BLOCKED,"complexity,entity_type,introduction,monthly_volume,ownership","MISSING_REQUIRED_DATA,UNCLASSIFIED_UNRESOLVED",false,false,false,false,false,false,false,true
39558e769f34f83b,compliance_review,true,BLOCKED,"complexity,introduction,monthly_volume,ownership,sector","MISSING_REQUIRED_DATA,QUARANTINE",false,false,false,false,true,false,false,false
397bffef82eddd62,approved,false,TERMINAL_READ_ONLY,"complexity,entity_type,introduction,monthly_volume","MISSING_REQUIRED_DATA,QUARANTINE",true,false,false,false,false,false,false,true
39bf5a4f44f58109,kyc_documents,false,BLOCKED,"complexity,entity_type,introduction,monthly_volume,sector","MISSING_REQUIRED_DATA,QUARANTINE",false,false,false,false,false,false,false,false
39f4ba737e2f7e0a,in_review,true,BLOCKED,"complexity,introduction,monthly_volume,ownership,sector","MISSING_REQUIRED_DATA,QUARANTINE",false,false,false,false,true,false,false,false
3a7f7ff9bbb44eb8,kyc_submitted,false,BLOCKED,"complexity,entity_type,introduction,monthly_volume","MISSING_REQUIRED_DATA,QUARANTINE",false,false,false,false,true,false,false,false
3ada21791641931e,pricing_review,false,BLOCKED,"complexity,entity_type,monthly_volume,ownership,sector",QUARANTINE,false,false,false,false,false,false,false,false
3add4e7082c9fa8a,pricing_review,false,BLOCKED,"complexity,entity_type,sector",QUARANTINE,false,false,false,false,false,false,false,false
3afcb780c8cc3299,approved,false,TERMINAL_READ_ONLY,"complexity,entity_type,introduction,monthly_volume,ownership",MISSING_REQUIRED_DATA,true,false,false,false,false,false,false,true
3b70de38c8eba492,approved,false,TERMINAL_READ_ONLY,"complexity,introduction,monthly_volume,ownership,sector","MISSING_REQUIRED_DATA,QUARANTINE",true,false,false,false,false,false,false,true
3b8c3a01b5e2d121,compliance_review,true,BLOCKED,"complexity,entity_type,introduction,monthly_volume,sector","MISSING_REQUIRED_DATA,QUARANTINE",false,false,false,false,true,false,true,false
3bcb16bb440ef9a3,draft,false,READY_AFTER_DATA_CLEANUP,"complexity,entity_type,introduction,monthly_volume,ownership,sector",MISSING_REQUIRED_DATA,false,false,false,false,false,false,false,true
3c543f72794acf3e,kyc_submitted,false,BLOCKED,"entity_type,introduction,monthly_volume,sector,service","LEGACY_SERVICE_UNMAPPED,MISSING_REQUIRED_DATA,QUARANTINE",false,false,false,false,true,false,true,false
3c5f2db81adcfb38,approved,false,TERMINAL_READ_ONLY,"complexity,entity_type,introduction,monthly_volume,ownership",MISSING_REQUIRED_DATA,true,false,false,false,false,false,false,true
3c6d31c59e108fec,kyc_documents,false,BLOCKED,"complexity,introduction,monthly_volume,sector","MISSING_REQUIRED_DATA,QUARANTINE",false,false,false,false,false,false,false,false
3cb9be07f37ee695,draft,false,BLOCKED,"complexity,entity_type,incorporation_country,introduction,monthly_volume,sector","MISSING_REQUIRED_DATA,QUARANTINE",false,false,false,false,false,false,false,true
3d2614c6880a50ce,approved,true,TERMINAL_READ_ONLY,"complexity,introduction,monthly_volume,ownership,sector","MISSING_REQUIRED_DATA,QUARANTINE",false,false,false,false,false,false,false,true
3d30b51646f37f22,pricing_review,false,BLOCKED,"complexity,entity_type,introduction,monthly_volume,ownership,sector","MISSING_REQUIRED_DATA,QUARANTINE,REJECT",false,false,false,false,false,false,false,false
3d58e05f9b2f334a,in_review,true,BLOCKED,"complexity,introduction,monthly_volume,sector","MISSING_REQUIRED_DATA,QUARANTINE",false,false,false,false,true,false,false,false
3dd4f15a38ae99fa,draft,false,BLOCKED,"complexity,entity_type,introduction,monthly_volume,ownership,sector","MISSING_REQUIRED_DATA,QUARANTINE,UNCLASSIFIED_UNRESOLVED",false,false,false,false,false,false,false,true
3e02beb338625ac3,pricing_review,false,BLOCKED,"complexity,introduction,monthly_volume,sector","MISSING_REQUIRED_DATA,QUARANTINE",false,false,false,false,false,false,false,false
3e0d6dffc3d7beac,kyc_documents,false,BLOCKED,"complexity,entity_type,sector",QUARANTINE,false,true,false,false,false,false,false,false
3e4e71359f7eec13,compliance_review,true,BLOCKED,"complexity,introduction,monthly_volume,ownership,sector","MISSING_REQUIRED_DATA,QUARANTINE",false,false,false,false,true,false,true,false
3ec050057da54455,kyc_documents,false,BLOCKED,"complexity,entity_type,sector",QUARANTINE,false,true,false,false,false,false,false,false
3ee53bcdd312efd9,rmi_sent,false,BLOCKED,"complexity,introduction,monthly_volume,sector","MISSING_REQUIRED_DATA,QUARANTINE",false,false,false,false,true,false,true,false
3f1758e56f706df0,kyc_documents,true,BLOCKED,"complexity,introduction,monthly_volume,sector","MISSING_REQUIRED_DATA,QUARANTINE",false,false,false,false,false,false,false,false
3fb6e10ba87883d8,draft,false,BLOCKED,"complexity,introduction,sector","MISSING_REQUIRED_DATA,QUARANTINE",false,true,false,false,false,false,false,false
402a69c0999f2b78,edd_required,true,BLOCKED,"complexity,entity_type,introduction,monthly_volume","MISSING_REQUIRED_DATA,QUARANTINE",true,false,false,false,true,false,true,false
408d4f278acac482,draft,false,BLOCKED,"complexity,introduction,monthly_volume,sector","MISSING_REQUIRED_DATA,QUARANTINE",false,false,false,false,false,false,false,true
40951e633ee766d3,edd_required,true,BLOCKED,"complexity,entity_type,introduction,monthly_volume,ownership","MISSING_REQUIRED_DATA,QUARANTINE",false,false,false,false,true,false,true,false
40c75430e70c6b66,draft,false,READY_AFTER_DATA_CLEANUP,"complexity,incorporation_country,introduction,monthly_volume,sector",MISSING_REQUIRED_DATA,false,false,false,false,false,false,false,true
410ef6541b951961,kyc_documents,false,BLOCKED,"complexity,entity_type,sector",QUARANTINE,false,true,false,false,false,false,false,false
4126c0339935affd,draft,false,BLOCKED,"complexity,introduction,monthly_volume,sector","MISSING_REQUIRED_DATA,QUARANTINE",false,false,false,false,false,false,false,true
41be617de2a7f77f,approved,true,TERMINAL_READ_ONLY,"complexity,entity_type,introduction,monthly_volume,ownership,sector","MISSING_REQUIRED_DATA,QUARANTINE",false,false,false,false,false,false,false,true
41d12517be7cf6e4,kyc_documents,false,READY_AFTER_DATA_CLEANUP,"complexity,introduction,monthly_volume",MISSING_REQUIRED_DATA,false,false,false,false,false,false,false,true
41fbd679956292a4,pricing_review,false,BLOCKED,"complexity,entity_type,introduction,monthly_volume,ownership,sector","MISSING_REQUIRED_DATA,QUARANTINE,REJECT",false,false,false,false,false,false,false,false
421bd654afa29065,edd_required,false,BLOCKED,"complexity,entity_type,introduction,monthly_volume,sector","MISSING_REQUIRED_DATA,QUARANTINE",false,false,false,false,true,false,true,false
42458a1f3f44bf67,kyc_documents,false,BLOCKED,"complexity,entity_type,sector",QUARANTINE,false,true,false,false,false,false,false,false
427fcb0a6cf0cc5a,pricing_review,false,BLOCKED,sector,QUARANTINE,false,true,false,false,false,false,false,false
42d48bb6c63012fc,approved,false,TERMINAL_READ_ONLY,"complexity,introduction,monthly_volume,sector","MISSING_REQUIRED_DATA,QUARANTINE",true,false,false,false,false,false,false,true
42e0a80183b194ce,pricing_review,false,BLOCKED,"complexity,entity_type,incorporation_country,introduction,monthly_volume,ownership,sector","MISSING_REQUIRED_DATA,QUARANTINE",false,false,false,false,false,false,false,false
42fdc2588e2d7b05,kyc_documents,false,BLOCKED,"complexity,entity_type,introduction,monthly_volume,sector","MISSING_REQUIRED_DATA,QUARANTINE",false,false,false,false,false,false,false,false
4350990485b8a9b6,kyc_documents,false,BLOCKED,"complexity,entity_type,introduction,monthly_volume,sector","MISSING_REQUIRED_DATA,QUARANTINE",false,false,false,false,false,false,false,false
43f55705ca9c4f8e,edd_required,true,BLOCKED,"complexity,entity_type,introduction,monthly_volume,ownership","MISSING_REQUIRED_DATA,QUARANTINE",false,false,false,false,true,false,true,false
44894fca97238332,approved,true,TERMINAL_READ_ONLY,"complexity,entity_type,introduction,monthly_volume,ownership","MISSING_REQUIRED_DATA,QUARANTINE",true,false,false,false,false,false,false,true
451aafd03230114b,edd_required,true,BLOCKED,"complexity,introduction,monthly_volume,ownership,sector","MISSING_REQUIRED_DATA,QUARANTINE",false,false,false,false,true,false,true,false
454b9169a694b92a,kyc_documents,true,BLOCKED,"complexity,introduction,monthly_volume,sector","MISSING_REQUIRED_DATA,QUARANTINE",false,false,false,false,false,false,false,false
4560974cd6c10a27,approved,true,TERMINAL_READ_ONLY,"complexity,entity_type,introduction,monthly_volume,sector","MISSING_REQUIRED_DATA,QUARANTINE,UNCLASSIFIED_UNRESOLVED",false,false,false,false,false,false,false,true
45836abe7a6a34d4,compliance_review,true,BLOCKED,"complexity,entity_type,introduction,monthly_volume,ownership,sector","MISSING_REQUIRED_DATA,QUARANTINE",false,false,false,false,true,false,false,false
45db8f8fe6f0ba98,rmi_sent,false,BLOCKED,"complexity,entity_type,introduction,monthly_volume,sector","MISSING_REQUIRED_DATA,QUARANTINE",true,false,false,false,true,false,true,false
4650dcee90e5222c,approved,true,TERMINAL_READ_ONLY,"complexity,introduction,monthly_volume,ownership,sector","MISSING_REQUIRED_DATA,QUARANTINE",false,false,false,false,false,false,false,true
46641263128d97bd,kyc_submitted,true,BLOCKED,"complexity,entity_type,introduction,monthly_volume,ownership,sector","MISSING_REQUIRED_DATA,QUARANTINE",false,false,false,false,true,false,false,false
46d2eca6878719ca,edd_required,true,BLOCKED,"complexity,introduction,monthly_volume,sector","MISSING_REQUIRED_DATA,QUARANTINE",false,false,false,false,true,false,true,false
46ff631f0325d3af,compliance_review,true,BLOCKED,"complexity,introduction,monthly_volume,ownership,sector","MISSING_REQUIRED_DATA,QUARANTINE",false,false,false,false,true,false,false,false
4717d8e2814cb561,kyc_submitted,false,BLOCKED,"complexity,entity_type,introduction","MISSING_REQUIRED_DATA,QUARANTINE",false,false,false,false,true,false,true,false
4740468b9193f92f,approved,true,TERMINAL_READ_ONLY,"complexity,introduction,monthly_volume,ownership,sector","MISSING_REQUIRED_DATA,QUARANTINE",false,false,false,false,false,false,false,true
47618707cb20385f,rmi_sent,false,BLOCKED,"complexity,introduction,monthly_volume,sector","MISSING_REQUIRED_DATA,QUARANTINE",false,false,false,false,true,false,false,false
47c888cb9e712b91,edd_required,true,BLOCKED,"complexity,introduction,monthly_volume,ownership,sector","MISSING_REQUIRED_DATA,QUARANTINE",false,false,false,false,true,false,true,false
47d1d8c1942a9d2e,compliance_review,true,BLOCKED,"complexity,introduction,monthly_volume,ownership,sector","MISSING_REQUIRED_DATA,QUARANTINE",false,false,false,false,true,false,false,false
481efe6402889a60,edd_required,true,BLOCKED,"complexity,introduction,monthly_volume,ownership,sector","MISSING_REQUIRED_DATA,QUARANTINE",false,false,false,false,true,false,true,false
48a26f773420f90b,compliance_review,true,BLOCKED,"complexity,introduction,monthly_volume,ownership,sector","MISSING_REQUIRED_DATA,QUARANTINE",false,false,false,false,true,false,false,false
4b1e8d7cbcddceb0,kyc_documents,false,BLOCKED,"complexity,entity_type,sector",QUARANTINE,false,true,false,false,false,false,false,false
4c1b1f90a6d1f59e,pricing_review,false,BLOCKED,"complexity,introduction,monthly_volume,sector","MISSING_REQUIRED_DATA,QUARANTINE",false,false,false,false,false,false,false,false
4c203832f7682b22,compliance_review,false,BLOCKED,"complexity,introduction,monthly_volume,sector","MISSING_REQUIRED_DATA,QUARANTINE",false,false,false,false,true,false,false,false
4c2c12bb1d804f4d,rejected,true,TERMINAL_READ_ONLY,"complexity,entity_type,introduction,monthly_volume,ownership,sector","MISSING_REQUIRED_DATA,QUARANTINE,REJECT",false,false,false,false,false,false,false,true
4d0ef6f140edc7ab,pre_approval_review,false,BLOCKED,"complexity,entity_type,introduction,monthly_volume,sector","MISSING_REQUIRED_DATA,QUARANTINE",false,false,false,false,false,false,false,false
4d2bcfb5c3a82b0d,edd_required,true,BLOCKED,"complexity,entity_type,introduction,monthly_volume,sector","MISSING_REQUIRED_DATA,QUARANTINE",false,false,false,false,true,false,true,false
4d440fa47476a267,draft,false,BLOCKED,"complexity,entity_type,sector",QUARANTINE,false,true,false,false,false,false,false,true
4dcac5f8d4409fb3,compliance_review,true,BLOCKED,"complexity,introduction,monthly_volume,ownership,sector","MISSING_REQUIRED_DATA,QUARANTINE",false,false,false,false,true,false,true,false
4dfa952afd1f95fd,approved,true,TERMINAL_READ_ONLY,"complexity,entity_type,introduction,monthly_volume,ownership","MISSING_REQUIRED_DATA,QUARANTINE",true,false,false,false,false,false,false,true
4e729dccba1672fa,pricing_review,false,BLOCKED,"complexity,introduction,monthly_volume,sector","MISSING_REQUIRED_DATA,QUARANTINE",true,false,false,false,false,false,false,false
4e9f80c1dad0bfde,kyc_documents,false,READY,,,false,false,false,false,false,false,false,false
4eef570d177aeeeb,kyc_documents,false,READY,,,false,false,false,false,false,false,false,false
4f68e3736e65e07a,draft,false,BLOCKED,"complexity,entity_type,introduction,monthly_volume,ownership,sector","MISSING_REQUIRED_DATA,QUARANTINE,UNCLASSIFIED_UNRESOLVED",false,false,false,false,false,false,false,true
4f6db5e48aec3755,submitted_to_compliance,true,BLOCKED,"complexity,entity_type,introduction,monthly_volume,ownership,sector","MISSING_REQUIRED_DATA,QUARANTINE,REJECT",false,false,false,false,true,false,true,true
4fcd24d630484f4b,pricing_review,false,BLOCKED,"complexity,introduction,monthly_volume,sector","MISSING_REQUIRED_DATA,QUARANTINE",false,false,false,false,false,false,false,false
5049f1a8916812e1,draft,false,READY_AFTER_DATA_CLEANUP,"complexity,incorporation_country,introduction,monthly_volume",MISSING_REQUIRED_DATA,false,false,false,false,false,false,false,true
51071a789532a699,edd_required,false,BLOCKED,"complexity,introduction,monthly_volume,ownership,sector","MISSING_REQUIRED_DATA,QUARANTINE",false,false,false,false,true,false,true,false
5114209e2aeb4678,approved,true,TERMINAL_READ_ONLY,"complexity,entity_type,introduction,monthly_volume,ownership","MISSING_REQUIRED_DATA,QUARANTINE",true,false,false,false,false,false,false,true
5162d0fa99bc5331,in_review,true,BLOCKED,"complexity,entity_type,introduction,monthly_volume,sector","MISSING_REQUIRED_DATA,QUARANTINE",false,false,false,false,true,false,false,false
51bac465b6f32790,kyc_submitted,false,BLOCKED,"complexity,introduction,monthly_volume,ownership,sector","MISSING_REQUIRED_DATA,QUARANTINE",false,false,false,false,true,false,true,false
51f620753b58b48e,pre_approval_review,false,BLOCKED,"complexity,entity_type,introduction,monthly_volume,sector","MISSING_REQUIRED_DATA,QUARANTINE",false,false,false,false,false,false,false,false
52eb7750365b74bb,draft,true,BLOCKED,"complexity,entity_type,introduction,monthly_volume,ownership,sector","MISSING_REQUIRED_DATA,QUARANTINE,REJECT",false,false,false,false,false,false,false,false
531af76ead7f59b1,compliance_review,false,BLOCKED,"complexity,introduction,monthly_volume,sector","MISSING_REQUIRED_DATA,QUARANTINE",false,false,false,false,true,false,true,false
5349873666f8110b,kyc_submitted,false,BLOCKED,"complexity,entity_type,introduction,monthly_volume,sector","MISSING_REQUIRED_DATA,QUARANTINE",false,false,false,false,true,false,false,false
538b58445ea5608d,compliance_review,true,BLOCKED,"complexity,introduction,monthly_volume,ownership,sector","MISSING_REQUIRED_DATA,QUARANTINE",false,false,false,false,true,false,false,false
53f953d82d09c589,rejected,false,TERMINAL_READ_ONLY,"complexity,entity_type,introduction,monthly_volume,sector","MISSING_REQUIRED_DATA,QUARANTINE",false,false,false,false,false,false,false,true
541b6588c7301422,compliance_review,true,BLOCKED,"complexity,entity_type,introduction,monthly_volume,ownership,sector","MISSING_REQUIRED_DATA,QUARANTINE",false,false,false,false,true,false,false,false
552ffd3740768da2,compliance_review,true,BLOCKED,"complexity,entity_type,introduction,monthly_volume,sector","MISSING_REQUIRED_DATA,QUARANTINE",false,false,false,false,true,false,false,false
5561f34bba242ddf,compliance_review,true,BLOCKED,"complexity,introduction,monthly_volume,ownership,sector","MISSING_REQUIRED_DATA,QUARANTINE",false,false,false,false,true,false,false,false
5578e5cd73d167a3,kyc_submitted,true,BLOCKED,"complexity,introduction,monthly_volume,sector","MISSING_REQUIRED_DATA,QUARANTINE",false,false,false,false,true,false,true,false
55f5af966cfa2998,compliance_review,true,BLOCKED,"complexity,entity_type,introduction,monthly_volume,ownership,sector","MISSING_REQUIRED_DATA,QUARANTINE",true,false,false,false,true,false,false,false
567666549b571fd7,in_review,true,BLOCKED,"complexity,introduction,monthly_volume,ownership,sector","MISSING_REQUIRED_DATA,QUARANTINE",false,false,false,false,true,false,true,false
56d6e1ea45657017,submitted_to_compliance,false,BLOCKED,"complexity,entity_type,introduction,monthly_volume,sector","MISSING_REQUIRED_DATA,QUARANTINE",false,false,false,false,true,false,true,false
56f6e003a58bda0e,edd_required,true,BLOCKED,"complexity,entity_type,introduction,monthly_volume,sector","MISSING_REQUIRED_DATA,QUARANTINE",false,false,false,false,true,false,true,false
57582afe9e151ed2,edd_required,false,BLOCKED,"complexity,introduction,monthly_volume,sector","MISSING_REQUIRED_DATA,QUARANTINE",true,false,false,false,true,false,true,false
582d42bb5fb3c637,kyc_documents,false,BLOCKED,"complexity,introduction,monthly_volume,sector","MISSING_REQUIRED_DATA,QUARANTINE",false,false,false,false,false,false,false,true
5857117dbf451254,kyc_documents,true,BLOCKED,"complexity,entity_type,introduction,monthly_volume,ownership","MISSING_REQUIRED_DATA,QUARANTINE",false,false,false,false,false,false,false,false
585a2a862bab400f,edd_required,false,BLOCKED,"complexity,introduction,monthly_volume,sector","MISSING_REQUIRED_DATA,QUARANTINE",false,false,false,false,true,false,true,false
58602ae2b991affd,in_review,false,BLOCKED,"complexity,introduction,monthly_volume,ownership,sector","MISSING_REQUIRED_DATA,QUARANTINE",false,false,false,false,true,false,true,false
5866b2d3f44f2f23,pricing_review,false,BLOCKED,"complexity,entity_type,introduction,monthly_volume,ownership","MISSING_REQUIRED_DATA,QUARANTINE",false,false,false,false,false,false,false,false
5868d3f91a1f863a,submitted_to_compliance,false,BLOCKED,"complexity,introduction,sector","MISSING_REQUIRED_DATA,QUARANTINE",false,true,false,false,true,false,true,false
58adbdcd079c34c6,edd_required,false,BLOCKED,"complexity,entity_type,incorporation_country,introduction,monthly_volume,ownership,sector","MISSING_REQUIRED_DATA,QUARANTINE",false,false,false,false,true,false,true,true
58eeb042fae3f164,kyc_documents,false,BLOCKED,"complexity,entity_type,introduction,monthly_volume,sector","MISSING_REQUIRED_DATA,QUARANTINE",false,false,false,false,false,false,false,false
5943a68c58de35c0,pricing_review,false,BLOCKED,"complexity,entity_type,monthly_volume,ownership",QUARANTINE,false,false,false,false,false,false,false,false
5992393fb496de97,approved,true,TERMINAL_READ_ONLY,"complexity,entity_type,introduction,monthly_volume,ownership,sector","MISSING_REQUIRED_DATA,QUARANTINE",false,false,false,false,false,false,false,true
59f59f294b9d0037,approved,false,TERMINAL_READ_ONLY,"complexity,entity_type,introduction,monthly_volume,sector","MISSING_REQUIRED_DATA,QUARANTINE",true,false,false,false,false,false,false,true
5b0709433d831c64,kyc_submitted,false,BLOCKED,"complexity,introduction,monthly_volume,sector","MISSING_REQUIRED_DATA,QUARANTINE",false,false,false,false,true,false,false,false
